"","y","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16","x17"
"1",22.6465253235351,1.65781632202678,2.73701005923946,1.71359505201275,1.91135035223698,2.29330878028824,-0.327209066759229,0.797410850340394,1.77946151888016,1.77098423667164,1.71153725309646,1.64859215060318,1.88109710482335,0.903335399356962,-0.0358959127742342,2.55079622713031,0.170504476496994,-3.95452347046607
"2",50.0579358847641,1.30809931226151,0.197404314480934,2.9122477266778,1.19249892374432,4.28466514623551,0.79652316030305,2.93104652598176,1.41653923849044,1.96188155615734,1.93755528098767,0.991354563693816,1.27022587587216,0.0623708228440218,0.505708447733544,1.6525995084164,2.57801052437919,0.794833148191594
"3",14.3307975913241,0.314772027871045,3.18664856715126,0.489814620732677,2.90067719753437,0.599360128576286,1.15429275692327,1.9072859712119,1.11293139513448,0.514658113276809,1.15784775627626,2.1665684230895,-0.12966912760614,1.42554841057893,2.14184173491231,1.12078046612008,-0.905583348585126,-3.68903480878738
"4",36.9549623295701,1.60481120943262,2.551996441278,-1.07490901482976,2.18709016535186,0.474226842150634,1.02482558359376,2.50355148511088,2.98190158525626,0.238836087511735,2.18262725207549,3.29957425093084,1.68596974669086,1.99379892813171,1.50929551648892,1.45841119825114,2.97674090585891,-0.943270436890366
"5",47.9370829523944,2.01698786576489,3.5917880817022,0.351949243757404,0.575226032050116,1.77272986171238,3.13374837036518,2.16767108174292,1.79069761509,-0.413638770066313,2.31630482426678,3.04694159761769,2.37440994651819,2.47342389920992,-0.511705104545178,1.20458789886381,4.23839181971698,-0.97668407376579
"6",52.1317769313938,2.87241478213746,-1.38484156340071,1.47750131707155,2.24918450930679,2.20995560223131,0.862061656782018,1.58534575124715,1.28356943741515,1.83791043387063,2.18212567018997,-0.637910711956117,2.6350697711706,0.154456992386176,1.0611090851215,2.57992390948451,4.96904394700461,2.41715664188332
"7",34.4214209001254,3.54742348836253,1.4296879408254,2.99971637227175,2.19119499767949,2.75399311046906,1.85011737237811,0.998635058546273,0.988034466083787,1.55101537822184,0.59736320500373,-0.0825817805585545,1.62961258567451,3.25835850348097,0.765911940036267,2.301473848505,2.10186819916839,-3.40467711690383
"8",31.8191511980786,0.869792462575337,1.79269224878944,1.8698186144186,1.91391473107015,1.74403716231883,2.2547752163397,0.245723909053405,2.28500775569773,1.59970536887582,2.22270369361187,2.07094497880333,2.37688259843344,2.67407663176764,2.3651161273248,1.52832214674583,0.975026562858036,-1.45673320195322
"9",33.7716225108324,1.35944475284379,0.209677251087205,2.59983463552005,2.16754356184358,0.575645434058743,3.29561272514095,1.07167265441435,1.94233834585543,2.71121548021711,0.370441178282724,1.20068971463175,2.2336037796038,2.77057129891875,1.81019013175794,0.103362909279898,1.17906593978665,-0.677497939583486
"10",53.8654569844794,3.10287690564872,1.38654865170401,1.95718261366398,0.763141574232629,1.12397153690945,2.21929467516308,0.944815559995521,1.29108738602502,2.34531404134775,2.06860199547563,2.47543561423563,1.09845867456177,0.279093387179922,0.455109303489072,2.08958485098399,5.56443952598847,0.645931905149564
